# x	Revenue	Cost	Profit
19.10	4865.62	4567.92	297.71
19.20	4891.05	4568.97	322.08
19.30	4916.47	4570.03	346.44
19.40	4941.89	4571.09	370.80
19.50	4967.31	4572.16	395.15
19.60	4992.73	4573.23	419.50
19.70	5018.15	4574.31	443.84
19.80	5043.57	4575.39	468.17
19.90	5068.98	4576.48	492.50
20.00	5094.40	4577.58	516.82
20.10	5119.82	4578.67	541.14
20.20	5145.23	4579.78	565.45
20.30	5170.64	4580.88	589.76
20.40	5196.06	4582.00	614.06
20.50	5221.47	4583.12	638.35
20.60	5246.88	4584.24	662.64
20.70	5272.29	4585.37	686.93
20.80	5297.70	4586.50	711.20
20.90	5323.11	4587.64	735.47
21.00	5348.52	4588.78	759.74
21.10	5373.92	4589.93	784.00
21.20	5399.33	4591.08	808.25
21.30	5424.74	4592.24	832.50
21.40	5450.14	4593.40	856.74
21.50	5475.54	4594.56	880.98
21.60	5500.95	4595.74	905.21
21.70	5526.35	4596.91	929.43
21.80	5551.75	4598.10	953.65
21.90	5577.15	4599.28	977.86
22.00	5602.55	4600.47	1002.07
22.10	5627.94	4601.67	1026.27
22.20	5653.34	4602.87	1050.47
22.30	5678.74	4604.08	1074.66
22.40	5704.13	4605.29	1098.84
22.50	5729.53	4606.51	1123.02
22.60	5754.92	4607.73	1147.19
22.70	5780.31	4608.96	1171.36
22.80	5805.70	4610.19	1195.52
22.90	5831.09	4611.42	1219.67
23.00	5856.48	4612.66	1243.82
23.10	5881.87	4613.91	1267.96
23.20	5907.26	4615.16	1292.10
23.30	5932.65	4616.42	1316.23
23.40	5958.03	4617.68	1340.35
23.50	5983.42	4618.94	1364.47
23.60	6008.80	4620.22	1388.58
23.70	6034.18	4621.49	1412.69
23.80	6059.56	4622.77	1436.79
23.90	6084.94	4624.06	1460.89
24.00	6110.32	4625.35	1484.97
24.10	6135.70	4626.64	1509.06
24.20	6161.08	4627.94	1533.13
24.30	6186.46	4629.25	1557.21
24.40	6211.83	4630.56	1581.27
24.50	6237.21	4631.88	1605.33
24.60	6262.58	4633.20	1629.38
24.70	6287.95	4634.52	1653.43
24.80	6313.32	4635.85	1677.47
24.90	6338.69	4637.19	1701.51
25.00	6364.06	4638.53	1725.54
25.10	6389.43	4639.87	1749.56
25.20	6414.80	4641.22	1773.58
25.30	6440.16	4642.58	1797.59
25.40	6465.53	4643.94	1821.59
25.50	6490.89	4645.30	1845.59
25.60	6516.26	4646.67	1869.58
25.70	6541.62	4648.05	1893.57
25.80	6566.98	4649.43	1917.55
25.90	6592.34	4650.81	1941.53
26.00	6617.70	4652.20	1965.50
26.10	6643.05	4653.59	1989.46
26.20	6668.41	4654.99	2013.42
26.30	6693.77	4656.40	2037.37
26.40	6719.12	4657.81	2061.31
26.50	6744.47	4659.22	2085.25
26.60	6769.83	4660.64	2109.19
26.70	6795.18	4662.06	2133.11
26.80	6820.53	4663.49	2157.03
26.90	6845.87	4664.93	2180.95
27.00	6871.22	4666.37	2204.86
27.10	6896.57	4667.81	2228.76
27.20	6921.91	4669.26	2252.65
27.30	6947.26	4670.71	2276.54
27.40	6972.60	4672.17	2300.43
27.50	6997.94	4673.63	2324.31
27.60	7023.28	4675.10	2348.18
27.70	7048.62	4676.58	2372.05
27.80	7073.96	4678.06	2395.90
27.90	7099.30	4679.54	2419.76
28.00	7124.63	4681.03	2443.61
28.10	7149.97	4682.52	2467.45
28.20	7175.30	4684.02	2491.28
28.30	7200.63	4685.52	2515.11
28.40	7225.97	4687.03	2538.94
28.50	7251.30	4688.54	2562.75
28.60	7276.62	4690.06	2586.56
28.70	7301.95	4691.58	2610.37
28.80	7327.28	4693.11	2634.17
28.90	7352.60	4694.65	2657.96
29.00	7377.93	4696.18	2681.74
29.10	7403.25	4697.73	2705.52
29.20	7428.57	4699.27	2729.30
29.30	7453.89	4700.83	2753.07
29.40	7479.21	4702.38	2776.83
29.50	7504.53	4703.95	2800.58
29.60	7529.85	4705.51	2824.33
29.70	7555.16	4707.09	2848.07
29.80	7580.48	4708.66	2871.81
29.90	7605.79	4710.25	2895.54
30.00	7631.10	4711.83	2919.27
30.10	7656.41	4713.43	2942.98
30.20	7681.72	4715.02	2966.70
30.30	7707.03	4716.63	2990.40
30.40	7732.33	4718.23	3014.10
30.50	7757.64	4719.85	3037.79
30.60	7782.94	4721.46	3061.48
30.70	7808.25	4723.08	3085.16
30.80	7833.55	4724.71	3108.84
30.90	7858.85	4726.34	3132.50
31.00	7884.15	4727.98	3156.17
31.10	7909.44	4729.62	3179.82
31.20	7934.74	4731.27	3203.47
31.30	7960.03	4732.92	3227.11
31.40	7985.33	4734.58	3250.75
31.50	8010.62	4736.24	3274.38
31.60	8035.91	4737.91	3298.01
31.70	8061.20	4739.58	3321.62
31.80	8086.49	4741.25	3345.24
31.90	8111.78	4742.93	3368.84
32.00	8137.06	4744.62	3392.44
32.10	8162.35	4746.31	3416.03
32.20	8187.63	4748.01	3439.62
32.30	8212.91	4749.71	3463.20
32.40	8238.19	4751.42	3486.78
32.50	8263.47	4753.13	3510.34
32.60	8288.75	4754.84	3533.90
32.70	8314.02	4756.56	3557.46
32.80	8339.30	4758.29	3581.01
32.90	8364.57	4760.02	3604.55
33.00	8389.84	4761.76	3628.09
33.10	8415.11	4763.50	3651.62
33.20	8440.38	4765.24	3675.14
33.30	8465.65	4766.99	3698.66
33.40	8490.92	4768.75	3722.17
33.50	8516.18	4770.51	3745.67
33.60	8541.45	4772.28	3769.17
33.70	8566.71	4774.05	3792.66
33.80	8591.97	4775.82	3816.15
33.90	8617.23	4777.60	3839.63
34.00	8642.49	4779.39	3863.10
34.10	8667.74	4781.18	3886.56
34.20	8693.00	4782.97	3910.02
34.30	8718.25	4784.78	3933.48
34.40	8743.50	4786.58	3956.92
34.50	8768.76	4788.39	3980.36
34.60	8794.00	4790.21	4003.80
34.70	8819.25	4792.03	4027.23
34.80	8844.50	4793.85	4050.65
34.90	8869.74	4795.68	4074.06
35.00	8894.99	4797.52	4097.47
35.10	8920.23	4799.36	4120.87
35.20	8945.47	4801.20	4144.27
35.30	8970.71	4803.05	4167.66
35.40	8995.95	4804.91	4191.04
35.50	9021.18	4806.77	4214.42
35.60	9046.42	4808.63	4237.79
35.70	9071.65	4810.50	4261.15
35.80	9096.88	4812.38	4284.51
35.90	9122.11	4814.25	4307.86
36.00	9147.34	4816.14	4331.20
36.10	9172.57	4818.03	4354.54
36.20	9197.79	4819.92	4377.87
36.30	9223.02	4821.82	4401.19
36.40	9248.24	4823.73	4424.51
36.50	9273.46	4825.64	4447.82
36.60	9298.68	4827.55	4471.13
36.70	9323.90	4829.47	4494.43
36.80	9349.11	4831.40	4517.72
36.90	9374.33	4833.32	4541.01
37.00	9399.54	4835.26	4564.28
37.10	9424.75	4837.20	4587.56
37.20	9449.96	4839.14	4610.82
37.30	9475.17	4841.09	4634.08
37.40	9500.38	4843.05	4657.34
37.50	9525.59	4845.00	4680.58
37.60	9550.79	4846.97	4703.82
37.70	9575.99	4848.94	4727.06
37.80	9601.19	4850.91	4750.28
37.90	9626.39	4852.89	4773.50
38.00	9651.59	4854.87	4796.72
38.10	9676.79	4856.86	4819.92
38.20	9701.98	4858.86	4843.12
38.30	9727.17	4860.85	4866.32
38.40	9752.36	4862.86	4889.51
38.50	9777.55	4864.87	4912.69
38.60	9802.74	4866.88	4935.86
38.70	9827.93	4868.90	4959.03
38.80	9853.11	4870.92	4982.19
38.90	9878.30	4872.95	5005.34
39.00	9903.48	4874.98	5028.49
39.10	9928.66	4877.02	5051.63
39.20	9953.83	4879.07	5074.77
39.30	9979.01	4881.12	5097.90
39.40	10004.19	4883.17	5121.02
39.50	10029.36	4885.23	5144.13
39.60	10054.53	4887.29	5167.24
39.70	10079.70	4889.36	5190.34
39.80	10104.87	4891.43	5213.44
39.90	10130.04	4893.51	5236.53
40.00	10155.20	4895.59	5259.61
40.10	10180.36	4897.68	5282.68
40.20	10205.52	4899.77	5305.75
40.30	10230.68	4901.87	5328.81
40.40	10255.84	4903.97	5351.87
40.50	10281.00	4906.08	5374.92
40.60	10306.15	4908.20	5397.96
40.70	10331.31	4910.31	5420.99
40.80	10356.46	4912.44	5444.02
40.90	10381.61	4914.56	5467.04
41.00	10406.76	4916.70	5490.06
41.10	10431.90	4918.83	5513.07
41.20	10457.05	4920.98	5536.07
41.30	10482.19	4923.12	5559.06
41.40	10507.33	4925.28	5582.05
41.50	10532.47	4927.44	5605.03
41.60	10557.61	4929.60	5628.01
41.70	10582.74	4931.77	5650.98
41.80	10607.88	4933.94	5673.94
41.90	10633.01	4936.12	5696.89
42.00	10658.14	4938.30	5719.84
42.10	10683.27	4940.49	5742.78
42.20	10708.39	4942.68	5765.72
42.30	10733.52	4944.87	5788.64
42.40	10758.64	4947.08	5811.57
42.50	10783.76	4949.28	5834.48
42.60	10808.88	4951.50	5857.39
42.70	10834.00	4953.71	5880.29
42.80	10859.12	4955.94	5903.18
42.90	10884.23	4958.16	5926.07
43.00	10909.35	4960.40	5948.95
43.10	10934.46	4962.63	5971.82
43.20	10959.56	4964.87	5994.69
43.30	10984.67	4967.12	6017.55
43.40	11009.78	4969.37	6040.40
43.50	11034.88	4971.63	6063.25
43.60	11059.98	4973.89	6086.09
43.70	11085.08	4976.16	6108.92
43.80	11110.18	4978.43	6131.75
43.90	11135.28	4980.71	6154.57
44.00	11160.37	4982.99	6177.38
44.10	11185.46	4985.28	6200.19
44.20	11210.55	4987.57	6222.99
44.30	11235.64	4989.87	6245.78
44.40	11260.73	4992.17	6268.56
44.50	11285.82	4994.47	6291.34
44.60	11310.90	4996.79	6314.11
44.70	11335.98	4999.10	6336.88
44.80	11361.06	5001.42	6359.63
44.90	11386.14	5003.75	6382.39
45.00	11411.21	5006.08	6405.13
45.10	11436.29	5008.42	6427.87
45.20	11461.36	5010.76	6450.60
45.30	11486.43	5013.11	6473.32
45.40	11511.50	5015.46	6496.04
45.50	11536.56	5017.82	6518.75
45.60	11561.63	5020.18	6541.45
45.70	11586.69	5022.54	6564.15
45.80	11611.75	5024.91	6586.84
45.90	11636.81	5027.29	6609.52
46.00	11661.86	5029.67	6632.19
46.10	11686.92	5032.06	6654.86
46.20	11711.97	5034.45	6677.52
46.30	11737.02	5036.85	6700.18
46.40	11762.07	5039.25	6722.82
46.50	11787.12	5041.65	6745.47
46.60	11812.16	5044.06	6768.10
46.70	11837.21	5046.48	6790.73
46.80	11862.25	5048.90	6813.35
46.90	11887.29	5051.33	6835.96
47.00	11912.32	5053.76	6858.56
47.10	11937.36	5056.20	6881.16
47.20	11962.39	5058.64	6903.76
47.30	11987.42	5061.08	6926.34
47.40	12012.45	5063.53	6948.92
47.50	12037.48	5065.99	6971.49
47.60	12062.50	5068.45	6994.05
47.70	12087.53	5070.92	7016.61
47.80	12112.55	5073.39	7039.16
47.90	12137.57	5075.86	7061.71
48.00	12162.59	5078.34	7084.24
48.10	12187.60	5080.83	7106.77
48.20	12212.61	5083.32	7129.29
48.30	12237.62	5085.82	7151.81
48.40	12262.63	5088.32	7174.32
48.50	12287.64	5090.82	7196.82
48.60	12312.65	5093.33	7219.31
48.70	12337.65	5095.85	7241.80
48.80	12362.65	5098.37	7264.28
48.90	12387.65	5100.90	7286.75
49.00	12412.65	5103.43	7309.22
49.10	12437.64	5105.96	7331.68
49.20	12462.63	5108.50	7354.13
49.30	12487.62	5111.05	7376.57
49.40	12512.61	5113.60	7399.01
49.50	12537.60	5116.16	7421.44
49.60	12562.58	5118.72	7443.87
49.70	12587.57	5121.28	7466.28
49.80	12612.55	5123.85	7488.69
49.90	12637.52	5126.43	7511.10
50.00	12662.50	5129.01	7533.49
50.10	12687.47	5131.59	7555.88
50.20	12712.45	5134.18	7578.26
50.30	12737.42	5136.78	7600.64
50.40	12762.38	5139.38	7623.00
50.50	12787.35	5141.99	7645.36
50.60	12812.31	5144.60	7667.72
50.70	12837.27	5147.21	7690.06
50.80	12862.23	5149.83	7712.40
50.90	12887.19	5152.46	7734.73
51.00	12912.14	5155.09	7757.06
51.10	12937.10	5157.72	7779.37
51.20	12962.05	5160.36	7801.68
51.30	12987.00	5163.01	7823.99
51.40	13011.94	5165.66	7846.28
51.50	13036.89	5168.31	7868.57
51.60	13061.83	5170.97	7890.85
51.70	13086.77	5173.64	7913.13
51.80	13111.71	5176.31	7935.40
51.90	13136.64	5178.98	7957.66
52.00	13161.57	5181.67	7979.91
52.10	13186.51	5184.35	8002.16
52.20	13211.43	5187.04	8024.39
52.30	13236.36	5189.74	8046.63
52.40	13261.29	5192.44	8068.85
52.50	13286.21	5195.14	8091.07
52.60	13311.13	5197.85	8113.28
52.70	13336.05	5200.57	8135.48
52.80	13360.96	5203.29	8157.68
52.90	13385.87	5206.01	8179.86
53.00	13410.79	5208.74	8202.04
53.10	13435.70	5211.48	8224.22
53.20	13460.60	5214.22	8246.39
53.30	13485.51	5216.96	8268.54
53.40	13510.41	5219.71	8290.70
53.50	13535.31	5222.47	8312.84
53.60	13560.21	5225.23	8334.98
53.70	13585.10	5227.99	8357.11
53.80	13610.00	5230.76	8379.23
53.90	13634.89	5233.54	8401.35
54.00	13659.78	5236.32	8423.46
54.10	13684.66	5239.10	8445.56
54.20	13709.55	5241.89	8467.65
54.30	13734.43	5244.69	8489.74
54.40	13759.31	5247.49	8511.82
54.50	13784.18	5250.29	8533.89
54.60	13809.06	5253.10	8555.96
54.70	13833.93	5255.92	8578.02
54.80	13858.80	5258.74	8600.07
54.90	13883.67	5261.56	8622.11
55.00	13908.54	5264.39	8644.15
55.10	13933.40	5267.23	8666.18
55.20	13958.26	5270.07	8688.20
55.30	13983.12	5272.91	8710.21
55.40	14007.98	5275.76	8732.22
55.50	14032.83	5278.62	8754.22
55.60	14057.68	5281.48	8776.21
55.70	14082.53	5284.34	8798.19
55.80	14107.38	5287.21	8820.17
55.90	14132.23	5290.08	8842.14
56.00	14157.07	5292.96	8864.10
56.10	14181.91	5295.85	8886.06
56.20	14206.75	5298.74	8908.01
56.30	14231.58	5301.63	8929.95
56.40	14256.42	5304.53	8951.88
56.50	14281.25	5307.44	8973.81
56.60	14306.07	5310.35	8995.73
56.70	14330.90	5313.26	9017.64
56.80	14355.72	5316.18	9039.54
56.90	14380.55	5319.11	9061.44
57.00	14405.36	5322.04	9083.33
57.10	14430.18	5324.97	9105.21
57.20	14455.00	5327.91	9127.08
57.30	14479.81	5330.86	9148.95
57.40	14504.62	5333.81	9170.81
57.50	14529.42	5336.76	9192.66
57.60	14554.23	5339.72	9214.51
57.70	14579.03	5342.69	9236.34
57.80	14603.83	5345.66	9258.17
57.90	14628.63	5348.63	9280.00
58.00	14653.42	5351.61	9301.81
58.10	14678.21	5354.60	9323.62
58.20	14703.00	5357.58	9345.42
58.30	14727.79	5360.58	9367.21
58.40	14752.58	5363.58	9389.00
58.50	14777.36	5366.58	9410.77
58.60	14802.14	5369.59	9432.55
58.70	14826.92	5372.61	9454.31
58.80	14851.69	5375.63	9476.06
58.90	14876.46	5378.65	9497.81
59.00	14901.23	5381.68	9519.55
59.10	14926.00	5384.72	9541.28
59.20	14950.77	5387.76	9563.01
59.30	14975.53	5390.80	9584.73
59.40	15000.29	5393.85	9606.44
59.50	15025.05	5396.91	9628.14
59.60	15049.80	5399.97	9649.84
59.70	15074.56	5403.03	9671.53
59.80	15099.31	5406.10	9693.21
59.90	15124.05	5409.18	9714.88
60.00	15148.80	5412.26	9736.54
60.10	15173.54	5415.34	9758.20
60.20	15198.28	5418.43	9779.85
60.30	15223.02	5421.52	9801.50
60.40	15247.76	5424.62	9823.13
60.50	15272.49	5427.73	9844.76
60.60	15297.22	5430.84	9866.38
60.70	15321.95	5433.95	9887.99
60.80	15346.67	5437.07	9909.60
60.90	15371.39	5440.20	9931.20
61.00	15396.11	5443.33	9952.79
61.10	15420.83	5446.46	9974.37
61.20	15445.55	5449.60	9995.94
61.30	15470.26	5452.75	10017.51
61.40	15494.97	5455.90	10039.07
61.50	15519.67	5459.05	10060.62
61.60	15544.38	5462.21	10082.17
61.70	15569.08	5465.38	10103.70
61.80	15593.78	5468.55	10125.23
61.90	15618.48	5471.72	10146.76
62.00	15643.17	5474.90	10168.27
62.10	15667.86	5478.09	10189.78
62.20	15692.55	5481.28	10211.27
62.30	15717.24	5484.47	10232.77
62.40	15741.92	5487.67	10254.25
62.50	15766.60	5490.88	10275.73
62.60	15791.28	5494.09	10297.19
62.70	15815.96	5497.30	10318.66
62.80	15840.63	5500.52	10340.11
62.90	15865.30	5503.74	10361.55
63.00	15889.97	5506.97	10382.99
63.10	15914.63	5510.21	10404.42
63.20	15939.29	5513.45	10425.85
63.30	15963.95	5516.69	10447.26
63.40	15988.61	5519.94	10468.67
63.50	16013.27	5523.20	10490.07
63.60	16037.92	5526.46	10511.46
63.70	16062.57	5529.72	10532.84
63.80	16087.21	5532.99	10554.22
63.90	16111.86	5536.27	10575.59
64.00	16136.50	5539.55	10596.95
64.10	16161.14	5542.83	10618.30
64.20	16185.77	5546.12	10639.65
64.30	16210.41	5549.42	10660.99
64.40	16235.04	5552.72	10682.32
64.50	16259.66	5556.02	10703.64
64.60	16284.29	5559.33	10724.96
64.70	16308.91	5562.65	10746.26
64.80	16333.53	5565.97	10767.56
64.90	16358.15	5569.29	10788.85
65.00	16382.76	5572.63	10810.14
65.10	16407.37	5575.96	10831.41
65.20	16431.98	5579.30	10852.68
65.30	16456.59	5582.65	10873.94
65.40	16481.19	5586.00	10895.20
65.50	16505.79	5589.35	10916.44
65.60	16530.39	5592.71	10937.68
65.70	16554.98	5596.08	10958.91
65.80	16579.58	5599.45	10980.13
65.90	16604.17	5602.82	11001.34
66.00	16628.75	5606.20	11022.55
66.10	16653.34	5609.59	11043.75
66.20	16677.92	5612.98	11064.94
66.30	16702.50	5616.37	11086.12
66.40	16727.07	5619.77	11107.30
66.50	16751.64	5623.18	11128.47
66.60	16776.21	5626.59	11149.63
66.70	16800.78	5630.00	11170.78
66.80	16825.35	5633.42	11191.92
66.90	16849.91	5636.85	11213.06
67.00	16874.47	5640.28	11234.19
67.10	16899.02	5643.72	11255.31
67.20	16923.57	5647.16	11276.42
67.30	16948.13	5650.60	11297.52
67.40	16972.67	5654.05	11318.62
67.50	16997.22	5657.51	11339.71
67.60	17021.76	5660.97	11360.79
67.70	17046.30	5664.43	11381.86
67.80	17070.83	5667.90	11402.93
67.90	17095.37	5671.38	11423.99
68.00	17119.90	5674.86	11445.04
68.10	17144.43	5678.35	11466.08
68.20	17168.95	5681.84	11487.11
68.30	17193.47	5685.33	11508.14
68.40	17217.99	5688.83	11529.16
68.50	17242.51	5692.34	11550.17
68.60	17267.02	5695.85	11571.17
68.70	17291.53	5699.37	11592.16
68.80	17316.04	5702.89	11613.15
68.90	17340.54	5706.41	11634.13
69.00	17365.04	5709.94	11655.10
69.10	17389.54	5713.48	11676.06
69.20	17414.04	5717.02	11697.02
69.30	17438.53	5720.56	11717.97
69.40	17463.02	5724.12	11738.91
69.50	17487.51	5727.67	11759.84
69.60	17511.99	5731.23	11780.76
69.70	17536.47	5734.80	11801.68
69.80	17560.95	5738.37	11822.58
69.90	17585.43	5741.95	11843.48
70.00	17609.90	5745.53	11864.37
70.10	17634.37	5749.11	11885.26
70.20	17658.84	5752.70	11906.13
70.30	17683.30	5756.30	11927.00
70.40	17707.76	5759.90	11947.86
70.50	17732.22	5763.51	11968.71
70.60	17756.67	5767.12	11989.55
70.70	17781.12	5770.73	12010.39
70.80	17805.57	5774.36	12031.22
70.90	17830.02	5777.98	12052.04
71.00	17854.46	5781.61	12072.85
71.10	17878.90	5785.25	12093.65
71.20	17903.34	5788.89	12114.45
71.30	17927.77	5792.54	12135.24
71.40	17952.20	5796.19	12156.02
71.50	17976.63	5799.84	12176.79
71.60	18001.06	5803.51	12197.55
71.70	18025.48	5807.17	12218.31
71.80	18049.90	5810.84	12239.05
71.90	18074.31	5814.52	12259.79
72.00	18098.73	5818.20	12280.52
72.10	18123.14	5821.89	12301.25
72.20	18147.54	5825.58	12321.96
72.30	18171.95	5829.28	12342.67
72.40	18196.35	5832.98	12363.37
72.50	18220.75	5836.69	12384.06
72.60	18245.14	5840.40	12404.74
72.70	18269.53	5844.11	12425.42
72.80	18293.92	5847.84	12446.08
72.90	18318.31	5851.56	12466.74
73.00	18342.69	5855.29	12487.39
73.10	18367.07	5859.03	12508.04
