# x	Revenue	Cost	Profit
7.60	2112.45	4437.93	-2325.48
7.70	2140.23	4438.29	-2298.06
7.80	2168.02	4438.66	-2270.64
7.90	2195.81	4439.03	-2243.22
8.00	2223.59	4439.40	-2215.81
8.10	2251.37	4439.78	-2188.40
8.20	2279.16	4440.16	-2161.00
8.30	2306.94	4440.54	-2133.60
8.40	2334.73	4440.93	-2106.20
8.50	2362.51	4441.32	-2078.81
8.60	2390.29	4441.71	-2051.42
8.70	2418.07	4442.11	-2024.04
8.80	2445.85	4442.51	-1996.65
8.90	2473.64	4442.91	-1969.28
9.00	2501.42	4443.32	-1941.90
9.10	2529.20	4443.73	-1914.53
9.20	2556.98	4444.14	-1887.17
9.30	2584.76	4444.56	-1859.80
9.40	2612.54	4444.98	-1832.44
9.50	2640.31	4445.40	-1805.09
9.60	2668.09	4445.83	-1777.74
9.70	2695.87	4446.26	-1750.39
9.80	2723.65	4446.69	-1723.05
9.90	2751.42	4447.13	-1695.71
10.00	2779.20	4447.57	-1668.37
10.10	2806.98	4448.01	-1641.04
10.20	2834.75	4448.46	-1613.71
10.30	2862.53	4448.91	-1586.38
10.40	2890.30	4449.36	-1559.06
10.50	2918.07	4449.82	-1531.74
10.60	2945.85	4450.28	-1504.43
10.70	2973.62	4450.74	-1477.12
10.80	3001.39	4451.21	-1449.82
10.90	3029.16	4451.68	-1422.51
11.00	3056.94	4452.15	-1395.22
11.10	3084.71	4452.63	-1367.92
11.20	3112.48	4453.11	-1340.63
11.30	3140.25	4453.59	-1313.34
11.40	3168.01	4454.08	-1286.06
11.50	3195.78	4454.57	-1258.78
11.60	3223.55	4455.06	-1231.51
11.70	3251.32	4455.56	-1204.24
11.80	3279.09	4456.06	-1176.97
11.90	3306.85	4456.56	-1149.71
12.00	3334.62	4457.06	-1122.45
12.10	3362.38	4457.57	-1095.19
12.20	3390.15	4458.09	-1067.94
12.30	3417.91	4458.60	-1040.69
12.40	3445.67	4459.12	-1013.45
12.50	3473.44	4459.65	-986.21
12.60	3501.20	4460.17	-958.97
12.70	3528.96	4460.70	-931.74
12.80	3556.72	4461.24	-904.51
12.90	3584.48	4461.77	-877.29
13.00	3612.24	4462.31	-850.07
13.10	3640.00	4462.85	-822.85
13.20	3667.76	4463.40	-795.64
13.30	3695.52	4463.95	-768.43
13.40	3723.28	4464.50	-741.23
13.50	3751.03	4465.06	-714.03
13.60	3778.79	4465.62	-686.83
13.70	3806.54	4466.18	-659.64
13.80	3834.30	4466.75	-632.45
13.90	3862.05	4467.32	-605.27
14.00	3889.80	4467.89	-578.09
14.10	3917.56	4468.47	-550.91
14.20	3945.31	4469.05	-523.74
14.30	3973.06	4469.63	-496.57
14.40	4000.81	4470.21	-469.40
14.50	4028.56	4470.80	-442.24
14.60	4056.31	4471.40	-415.09
14.70	4084.06	4471.99	-387.93
14.80	4111.81	4472.59	-360.79
14.90	4139.55	4473.20	-333.64
15.00	4167.30	4473.80	-306.50
15.10	4195.05	4474.41	-279.37
15.20	4222.79	4475.02	-252.23
15.30	4250.53	4475.64	-225.11
15.40	4278.28	4476.26	-197.98
15.50	4306.02	4476.88	-170.86
15.60	4333.76	4477.51	-143.75
15.70	4361.50	4478.14	-116.63
15.80	4389.24	4478.77	-89.53
15.90	4416.98	4479.41	-62.42
16.00	4444.72	4480.05	-35.32
16.10	4472.46	4480.69	-8.23
16.20	4500.20	4481.34	18.86
16.30	4527.94	4481.98	45.95
16.40	4555.67	4482.64	73.03
16.50	4583.41	4483.29	100.11
16.60	4611.14	4483.95	127.19
16.70	4638.87	4484.62	154.26
16.80	4666.61	4485.28	181.33
16.90	4694.34	4485.95	208.39
17.00	4722.07	4486.62	235.45
17.10	4749.80	4487.30	262.50
17.20	4777.53	4487.98	289.55
17.30	4805.26	4488.66	316.60
17.40	4832.99	4489.35	343.64
17.50	4860.71	4490.04	370.68
17.60	4888.44	4490.73	397.71
17.70	4916.16	4491.43	424.74
17.80	4943.89	4492.13	451.76
17.90	4971.61	4492.83	478.78
18.00	4999.33	4493.53	505.80
18.10	5027.06	4494.24	532.81
18.20	5054.78	4494.96	559.82
18.30	5082.50	4495.67	586.83
18.40	5110.22	4496.39	613.83
18.50	5137.93	4497.11	640.82
18.60	5165.65	4497.84	667.81
18.70	5193.37	4498.57	694.80
18.80	5221.08	4499.30	721.78
18.90	5248.80	4500.04	748.76
19.00	5276.51	4500.78	775.74
19.10	5304.23	4501.52	802.71
19.20	5331.94	4502.27	829.67
19.30	5359.65	4503.02	856.63
19.40	5387.36	4503.77	883.59
19.50	5415.07	4504.52	910.54
19.60	5442.78	4505.28	937.49
19.70	5470.48	4506.05	964.44
19.80	5498.19	4506.81	991.38
19.90	5525.90	4507.58	1018.31
20.00	5553.60	4508.35	1045.25
20.10	5581.30	4509.13	1072.17
20.20	5609.01	4509.91	1099.10
20.30	5636.71	4510.69	1126.02
20.40	5664.41	4511.48	1152.93
20.50	5692.11	4512.27	1179.84
20.60	5719.81	4513.06	1206.75
20.70	5747.50	4513.86	1233.65
20.80	5775.20	4514.66	1260.55
20.90	5802.90	4515.46	1287.44
21.00	5830.59	4516.26	1314.33
21.10	5858.28	4517.07	1341.21
21.20	5885.98	4517.89	1368.09
21.30	5913.67	4518.70	1394.97
21.40	5941.36	4519.52	1421.84
21.50	5969.05	4520.34	1448.70
21.60	5996.74	4521.17	1475.57
21.70	6024.43	4522.00	1502.43
21.80	6052.11	4522.83	1529.28
21.90	6079.80	4523.67	1556.13
22.00	6107.48	4524.51	1582.97
22.10	6135.16	4525.35	1609.81
22.20	6162.85	4526.20	1636.65
22.30	6190.53	4527.05	1663.48
22.40	6218.21	4527.90	1690.31
22.50	6245.89	4528.76	1717.13
22.60	6273.57	4529.61	1743.95
22.70	6301.24	4530.48	1770.76
22.80	6328.92	4531.34	1797.57
22.90	6356.59	4532.21	1824.38
23.00	6384.27	4533.09	1851.18
23.10	6411.94	4533.96	1877.98
23.20	6439.61	4534.84	1904.77
23.30	6467.28	4535.72	1931.56
23.40	6494.95	4536.61	1958.34
23.50	6522.62	4537.50	1985.12
23.60	6550.28	4538.39	2011.89
23.70	6577.95	4539.29	2038.66
23.80	6605.61	4540.19	2065.43
23.90	6633.28	4541.09	2092.19
24.00	6660.94	4542.00	2118.94
24.10	6688.60	4542.91	2145.70
24.20	6716.26	4543.82	2172.44
24.30	6743.92	4544.74	2199.18
24.40	6771.58	4545.66	2225.92
24.50	6799.24	4546.58	2252.66
24.60	6826.89	4547.50	2279.39
24.70	6854.54	4548.43	2306.11
24.80	6882.20	4549.37	2332.83
24.90	6909.85	4550.30	2359.55
25.00	6937.50	4551.24	2386.26
25.10	6965.15	4552.19	2412.96
25.20	6992.80	4553.13	2439.67
25.30	7020.44	4554.08	2466.36
25.40	7048.09	4555.03	2493.06
25.50	7075.73	4555.99	2519.74
25.60	7103.38	4556.95	2546.43
25.70	7131.02	4557.91	2573.11
25.80	7158.66	4558.88	2599.78
25.90	7186.30	4559.85	2626.45
26.00	7213.94	4560.82	2653.12
26.10	7241.58	4561.80	2679.78
26.20	7269.21	4562.78	2706.43
26.30	7296.85	4563.76	2733.09
26.40	7324.48	4564.75	2759.73
26.50	7352.11	4565.74	2786.37
26.60	7379.74	4566.73	2813.01
26.70	7407.37	4567.73	2839.65
26.80	7435.00	4568.73	2866.27
26.90	7462.63	4569.73	2892.90
27.00	7490.25	4570.74	2919.52
27.10	7517.88	4571.75	2946.13
27.20	7545.50	4572.76	2972.74
27.30	7573.12	4573.78	2999.35
27.40	7600.74	4574.80	3025.95
27.50	7628.36	4575.82	3052.54
27.60	7655.98	4576.84	3079.14
27.70	7683.60	4577.87	3105.72
27.80	7711.21	4578.91	3132.30
27.90	7738.83	4579.94	3158.88
28.00	7766.44	4580.98	3185.45
28.10	7794.05	4582.03	3212.02
28.20	7821.66	4583.07	3238.59
28.30	7849.27	4584.12	3265.14
28.40	7876.87	4585.18	3291.70
28.50	7904.48	4586.23	3318.25
28.60	7932.09	4587.29	3344.79
28.70	7959.69	4588.36	3371.33
28.80	7987.29	4589.42	3397.87
28.90	8014.89	4590.49	3424.40
29.00	8042.49	4591.57	3450.92
29.10	8070.09	4592.64	3477.44
29.20	8097.68	4593.72	3503.96
29.30	8125.28	4594.81	3530.47
29.40	8152.87	4595.89	3556.98
29.50	8180.46	4596.98	3583.48
29.60	8208.05	4598.08	3609.98
29.70	8235.64	4599.17	3636.47
29.80	8263.23	4600.27	3662.95
29.90	8290.82	4601.38	3689.44
30.00	8318.40	4602.48	3715.92
30.10	8345.98	4603.59	3742.39
30.20	8373.57	4604.71	3768.86
30.30	8401.15	4605.82	3795.32
30.40	8428.72	4606.95	3821.78
30.50	8456.30	4608.07	3848.23
30.60	8483.88	4609.20	3874.68
30.70	8511.45	4610.33	3901.13
30.80	8539.03	4611.46	3927.57
30.90	8566.60	4612.60	3954.00
31.00	8594.17	4613.74	3980.43
31.10	8621.74	4614.88	4006.86
31.20	8649.30	4616.03	4033.28
31.30	8676.87	4617.18	4059.69
31.40	8704.43	4618.33	4086.10
31.50	8732.00	4619.49	4112.51
31.60	8759.56	4620.65	4138.91
31.70	8787.12	4621.81	4165.30
31.80	8814.67	4622.98	4191.69
31.90	8842.23	4624.15	4218.08
32.00	8869.79	4625.32	4244.46
32.10	8897.34	4626.50	4270.84
32.20	8924.89	4627.68	4297.21
32.30	8952.44	4628.87	4323.58
32.40	8979.99	4630.05	4349.94
32.50	9007.54	4631.24	4376.29
32.60	9035.08	4632.44	4402.65
32.70	9062.63	4633.63	4428.99
32.80	9090.17	4634.84	4455.33
32.90	9117.71	4636.04	4481.67
33.00	9145.25	4637.25	4508.00
33.10	9172.79	4638.46	4534.33
33.20	9200.32	4639.67	4560.65
33.30	9227.86	4640.89	4586.97
33.40	9255.39	4642.11	4613.28
33.50	9282.92	4643.33	4639.59
33.60	9310.45	4644.56	4665.89
33.70	9337.98	4645.79	4692.19
33.80	9365.51	4647.03	4718.48
33.90	9393.03	4648.26	4744.77
34.00	9420.56	4649.50	4771.05
34.10	9448.08	4650.75	4797.33
34.20	9475.60	4652.00	4823.60
34.30	9503.12	4653.25	4849.87
34.40	9530.63	4654.50	4876.13
34.50	9558.15	4655.76	4902.39
34.60	9585.66	4657.02	4928.64
34.70	9613.17	4658.28	4954.89
34.80	9640.68	4659.55	4981.13
34.90	9668.19	4660.82	5007.37
35.00	9695.70	4662.10	5033.60
35.10	9723.21	4663.38	5059.83
35.20	9750.71	4664.66	5086.05
35.30	9778.21	4665.94	5112.27
35.40	9805.71	4667.23	5138.48
35.50	9833.21	4668.52	5164.69
35.60	9860.71	4669.81	5190.89
35.70	9888.20	4671.11	5217.09
35.80	9915.69	4672.41	5243.28
35.90	9943.19	4673.72	5269.47
36.00	9970.68	4675.03	5295.65
36.10	9998.16	4676.34	5321.83
36.20	10025.65	4677.65	5348.00
36.30	10053.13	4678.97	5374.16
36.40	10080.62	4680.29	5400.33
36.50	10108.10	4681.62	5426.48
36.60	10135.58	4682.94	5452.63
36.70	10163.06	4684.28	5478.78
36.80	10190.53	4685.61	5504.92
36.90	10218.01	4686.95	5531.06
37.00	10245.48	4688.29	5557.19
37.10	10272.95	4689.64	5583.31
37.20	10300.42	4690.98	5609.43
37.30	10327.88	4692.34	5635.55
37.40	10355.35	4693.69	5661.66
37.50	10382.81	4695.05	5687.76
37.60	10410.27	4696.41	5713.86
37.70	10437.73	4697.78	5739.96
37.80	10465.19	4699.14	5766.05
37.90	10492.65	4700.52	5792.13
38.00	10520.10	4701.89	5818.21
38.10	10547.55	4703.27	5844.29
38.20	10575.01	4704.65	5870.35
38.30	10602.45	4706.04	5896.42
38.40	10629.90	4707.43	5922.48
38.50	10657.35	4708.82	5948.53
38.60	10684.79	4710.21	5974.58
38.70	10712.23	4711.61	6000.62
38.80	10739.67	4713.01	6026.66
38.90	10767.11	4714.42	6052.69
39.00	10794.54	4715.83	6078.72
39.10	10821.98	4717.24	6104.74
39.20	10849.41	4718.66	6130.76
39.30	10876.84	4720.07	6156.77
39.40	10904.27	4721.50	6182.77
39.50	10931.70	4722.92	6208.77
39.60	10959.12	4724.35	6234.77
39.70	10986.54	4725.78	6260.76
39.80	11013.96	4727.22	6286.74
39.90	11041.38	4728.66	6312.72
40.00	11068.80	4730.10	6338.70
40.10	11096.22	4731.55	6364.67
40.20	11123.63	4733.00	6390.63
40.30	11151.04	4734.45	6416.59
40.40	11178.45	4735.90	6442.54
40.50	11205.86	4737.36	6468.49
40.60	11233.26	4738.83	6494.44
40.70	11260.66	4740.29	6520.37
40.80	11288.07	4741.76	6546.30
40.90	11315.47	4743.23	6572.23
41.00	11342.86	4744.71	6598.15
41.10	11370.26	4746.19	6624.07
41.20	11397.65	4747.67	6649.98
41.30	11425.04	4749.16	6675.89
41.40	11452.43	4750.65	6701.79
41.50	11479.82	4752.14	6727.68
41.60	11507.21	4753.64	6753.57
41.70	11534.59	4755.14	6779.45
41.80	11561.97	4756.64	6805.33
41.90	11589.35	4758.15	6831.21
42.00	11616.73	4759.66	6857.07
42.10	11644.11	4761.17	6882.94
42.20	11671.48	4762.69	6908.79
42.30	11698.85	4764.21	6934.65
42.40	11726.22	4765.73	6960.49
42.50	11753.59	4767.25	6986.33
42.60	11780.95	4768.78	7012.17
42.70	11808.32	4770.32	7038.00
42.80	11835.68	4771.85	7063.82
42.90	11863.04	4773.39	7089.64
43.00	11890.39	4774.94	7115.46
43.10	11917.75	4776.49	7141.26
43.20	11945.10	4778.04	7167.07
43.30	11972.45	4779.59	7192.87
43.40	11999.80	4781.15	7218.66
43.50	12027.15	4782.71	7244.44
43.60	12054.49	4784.27	7270.22
43.70	12081.84	4785.84	7296.00
43.80	12109.18	4787.41	7321.77
43.90	12136.52	4788.98	7347.54
44.00	12163.85	4790.56	7373.30
44.10	12191.19	4792.14	7399.05
44.20	12218.52	4793.72	7424.80
44.30	12245.85	4795.31	7450.54
44.40	12273.18	4796.90	7476.28
44.50	12300.50	4798.49	7502.01
44.60	12327.83	4800.09	7527.74
44.70	12355.15	4801.69	7553.46
44.80	12382.47	4803.30	7579.17
44.90	12409.78	4804.90	7604.88
45.00	12437.10	4806.51	7630.59
45.10	12464.41	4808.13	7656.28
45.20	12491.72	4809.75	7681.98
45.30	12519.03	4811.37	7707.67
45.40	12546.34	4812.99	7733.35
45.50	12573.64	4814.62	7759.02
45.60	12600.94	4816.25	7784.69
45.70	12628.24	4817.88	7810.36
45.80	12655.54	4819.52	7836.02
45.90	12682.84	4821.16	7861.67
46.00	12710.13	4822.81	7887.32
46.10	12737.42	4824.46	7912.97
46.20	12764.71	4826.11	7938.60
46.30	12792.00	4827.76	7964.24
46.40	12819.28	4829.42	7989.86
46.50	12846.56	4831.08	8015.48
46.60	12873.84	4832.75	8041.10
46.70	12901.12	4834.41	8066.71
46.80	12928.40	4836.09	8092.31
46.90	12955.67	4837.76	8117.91
47.00	12982.94	4839.44	8143.50
47.10	13010.21	4841.12	8169.09
47.20	13037.48	4842.81	8194.67
47.30	13064.74	4844.49	8220.25
47.40	13092.00	4846.19	8245.82
47.50	13119.26	4847.88	8271.38
47.60	13146.52	4849.58	8296.94
47.70	13173.77	4851.28	8322.49
47.80	13201.03	4852.99	8348.04
47.90	13228.28	4854.70	8373.58
48.00	13255.53	4856.41	8399.12
48.10	13282.77	4858.12	8424.65
48.20	13310.02	4859.84	8450.17
48.30	13337.26	4861.56	8475.69
48.40	13364.50	4863.29	8501.21
48.50	13391.73	4865.02	8526.71
48.60	13418.97	4866.75	8552.22
48.70	13446.20	4868.49	8577.71
48.80	13473.43	4870.23	8603.20
48.90	13500.66	4871.97	8628.69
49.00	13527.88	4873.71	8654.17
49.10	13555.10	4875.46	8679.64
49.20	13582.32	4877.22	8705.11
49.30	13609.54	4878.97	8730.57
49.40	13636.76	4880.73	8756.02
49.50	13663.97	4882.49	8781.48
49.60	13691.18	4884.26	8806.92
49.70	13718.39	4886.03	8832.36
49.80	13745.60	4887.80	8857.79
49.90	13772.80	4889.58	8883.22
50.00	13800.00	4891.36	8908.64
50.10	13827.20	4893.14	8934.06
50.20	13854.40	4894.93	8959.47
50.30	13881.59	4896.72	8984.87
50.40	13908.78	4898.51	9010.27
50.50	13935.97	4900.31	9035.66
50.60	13963.16	4902.11	9061.05
50.70	13990.34	4903.91	9086.43
50.80	14017.52	4905.72	9111.80
50.90	14044.70	4907.53	9137.17
51.00	14071.88	4909.34	9162.54
51.10	14099.05	4911.16	9187.89
51.20	14126.23	4912.98	9213.25
51.30	14153.40	4914.80	9238.59
51.40	14180.56	4916.63	9263.93
51.50	14207.73	4918.46	9289.27
51.60	14234.89	4920.29	9314.60
51.70	14262.05	4922.13	9339.92
51.80	14289.21	4923.97	9365.23
51.90	14316.36	4925.82	9390.55
52.00	14343.51	4927.66	9415.85
52.10	14370.66	4929.51	9441.15
52.20	14397.81	4931.37	9466.44
52.30	14424.96	4933.23	9491.73
52.40	14452.10	4935.09	9517.01
52.50	14479.24	4936.95	9542.29
52.60	14506.37	4938.82	9567.56
52.70	14533.51	4940.69	9592.82
52.80	14560.64	4942.56	9618.08
52.90	14587.77	4944.44	9643.33
53.00	14614.90	4946.32	9668.58
53.10	14642.02	4948.21	9693.82
53.20	14669.14	4950.10	9719.05
53.30	14696.26	4951.99	9744.28
53.40	14723.38	4953.88	9769.50
53.50	14750.50	4955.78	9794.72
53.60	14777.61	4957.68	9819.93
53.70	14804.72	4959.59	9845.13
53.80	14831.82	4961.49	9870.33
53.90	14858.93	4963.41	9895.52
54.00	14886.03	4965.32	9920.71
54.10	14913.13	4967.24	9945.89
54.20	14940.22	4969.16	9971.06
54.30	14967.32	4971.09	9996.23
54.40	14994.41	4973.01	10021.39
54.50	15021.50	4974.95	10046.55
54.60	15048.58	4976.88	10071.70
54.70	15075.67	4978.82	10096.85
54.80	15102.75	4980.76	10121.98
54.90	15129.82	4982.71	10147.12
55.00	15156.90	4984.66	10172.24
55.10	15183.97	4986.61	10197.36
55.20	15211.04	4988.57	10222.48
55.30	15238.11	4990.53	10247.59
55.40	15265.17	4992.49	10272.69
55.50	15292.24	4994.45	10297.78
55.60	15319.30	4996.42	10322.87
55.70	15346.35	4998.40	10347.96
55.80	15373.41	5000.37	10373.04
55.90	15400.46	5002.35	10398.11
56.00	15427.51	5004.33	10423.17
56.10	15454.55	5006.32	10448.23
56.20	15481.60	5008.31	10473.29
56.30	15508.64	5010.30	10498.33
56.40	15535.68	5012.30	10523.38
56.50	15562.71	5014.30	10548.41
56.60	15589.74	5016.30	10573.44
56.70	15616.77	5018.31	10598.46
56.80	15643.80	5020.32	10623.48
56.90	15670.82	5022.33	10648.49
57.00	15697.85	5024.35	10673.50
57.10	15724.86	5026.37	10698.49
57.20	15751.88	5028.39	10723.49
57.30	15778.89	5030.42	10748.47
57.40	15805.90	5032.45	10773.45
57.50	15832.91	5034.48	10798.43
57.60	15859.92	5036.52	10823.40
57.70	15886.92	5038.56	10848.36
57.80	15913.92	5040.61	10873.31
57.90	15940.92	5042.65	10898.26
58.00	15967.91	5044.70	10923.21
58.10	15994.90	5046.76	10948.14
58.20	16021.89	5048.82	10973.07
58.30	16048.88	5050.88	10998.00
58.40	16075.86	5052.94	11022.92
58.50	16102.84	5055.01	11047.83
58.60	16129.82	5057.08	11072.74
58.70	16156.79	5059.15	11097.64
58.80	16183.76	5061.23	11122.53
58.90	16210.73	5063.31	11147.42
59.00	16237.70	5065.40	11172.30
59.10	16264.66	5067.49	11197.17
59.20	16291.62	5069.58	11222.04
59.30	16318.58	5071.67	11246.90
59.40	16345.53	5073.77	11271.76
59.50	16372.48	5075.87	11296.61
59.60	16399.43	5077.98	11321.45
59.70	16426.38	5080.09	11346.29
59.80	16453.32	5082.20	11371.12
59.90	16480.26	5084.31	11395.95
60.00	16507.20	5086.43	11420.77
60.10	16534.13	5088.56	11445.58
60.20	16561.07	5090.68	11470.39
60.30	16588.00	5092.81	11495.19
60.40	16614.92	5094.94	11519.98
60.50	16641.84	5097.08	11544.77
60.60	16668.76	5099.22	11569.55
60.70	16695.68	5101.36	11594.32
60.80	16722.60	5103.51	11619.09
60.90	16749.51	5105.65	11643.85
61.00	16776.42	5107.81	11668.61
61.10	16803.32	5109.96	11693.36
61.20	16830.22	5112.12	11718.10
61.30	16857.12	5114.29	11742.84
61.40	16884.02	5116.45	11767.57
61.50	16910.91	5118.62	11792.29
61.60	16937.80	5120.80	11817.01
61.70	16964.69	5122.97	11841.72
61.80	16991.58	5125.15	11866.42
61.90	17018.46	5127.34	11891.12
62.00	17045.34	5129.52	11915.82
62.10	17072.21	5131.71	11940.50
62.20	17099.09	5133.91	11965.18
62.30	17125.96	5136.10	11989.85
62.40	17152.82	5138.30	12014.52
62.50	17179.69	5140.51	12039.18
62.60	17206.55	5142.71	12063.83
62.70	17233.41	5144.92	12088.48
62.80	17260.26	5147.14	12113.12
62.90	17287.11	5149.36	12137.76
63.00	17313.96	5151.58	12162.39
63.10	17340.81	5153.80	12187.01
63.20	17367.65	5156.03	12211.62
63.30	17394.49	5158.26	12236.23
63.40	17421.33	5160.49	12260.83
63.50	17448.16	5162.73	12285.43
63.60	17474.99	5164.97	12310.02
63.70	17501.82	5167.22	12334.60
63.80	17528.64	5169.47	12359.18
63.90	17555.47	5171.72	12383.75
64.00	17582.28	5173.97	12408.31
64.10	17609.10	5176.23	12432.87
64.20	17635.91	5178.49	12457.42
64.30	17662.72	5180.76	12481.96
64.40	17689.53	5183.03	12506.50
64.50	17716.33	5185.30	12531.03
64.60	17743.13	5187.57	12555.56
64.70	17769.93	5189.85	12580.08
64.80	17796.72	5192.13	12604.59
64.90	17823.51	5194.42	12629.09
65.00	17850.30	5196.71	12653.59
65.10	17877.08	5199.00	12678.08
65.20	17903.87	5201.30	12702.57
65.30	17930.64	5203.60	12727.05
65.40	17957.42	5205.90	12751.52
65.50	17984.19	5208.21	12775.99
65.60	18010.96	5210.52	12800.44
65.70	18037.73	5212.83	12824.90
65.80	18064.49	5215.14	12849.34
65.90	18091.25	5217.46	12873.78
66.00	18118.00	5219.79	12898.22
66.10	18144.76	5222.11	12922.64
66.20	18171.51	5224.44	12947.06
66.30	18198.25	5226.78	12971.48
66.40	18225.00	5229.11	12995.88
66.50	18251.74	5231.45	13020.28
66.60	18278.47	5233.80	13044.68
66.70	18305.21	5236.14	13069.06
66.80	18331.94	5238.50	13093.44
66.90	18358.67	5240.85	13117.82
67.00	18385.39	5243.21	13142.18
67.10	18412.11	5245.57	13166.54
67.20	18438.83	5247.93	13190.90
67.30	18465.54	5250.30	13215.24
67.40	18492.25	5252.67	13239.59
67.50	18518.96	5255.04	13263.92
67.60	18545.67	5257.42	13288.25
67.70	18572.37	5259.80	13312.57
67.80	18599.07	5262.19	13336.88
67.90	18625.76	5264.58	13361.19
68.00	18652.45	5266.97	13385.49
68.10	18679.14	5269.36	13409.78
68.20	18705.83	5271.76	13434.07
68.30	18732.51	5274.16	13458.35
68.40	18759.19	5276.57	13482.62
68.50	18785.86	5278.97	13506.89
68.60	18812.54	5281.39	13531.15
68.70	18839.21	5283.80	13555.40
68.80	18865.87	5286.22	13579.65
68.90	18892.53	5288.64	13603.89
69.00	18919.19	5291.07	13628.12
69.10	18945.85	5293.50	13652.35
69.20	18972.50	5295.93	13676.57
69.30	18999.15	5298.37	13700.78
69.40	19025.80	5300.81	13724.99
69.50	19052.44	5303.25	13749.19
69.60	19079.08	5305.69	13773.38
69.70	19105.71	5308.14	13797.57
69.80	19132.35	5310.60	13821.75
69.90	19158.97	5313.05	13845.92
70.00	19185.60	5315.51	13870.09
70.10	19212.22	5317.98	13894.25
70.20	19238.84	5320.44	13918.40
70.30	19265.46	5322.91	13942.54
70.40	19292.07	5325.39	13966.68
70.50	19318.68	5327.86	13990.81
70.60	19345.28	5330.34	14014.94
70.70	19371.89	5332.83	14039.06
70.80	19398.48	5335.31	14063.17
70.90	19425.08	5337.81	14087.27
71.00	19451.67	5340.30	14111.37
71.10	19478.26	5342.80	14135.46
71.20	19504.84	5345.30	14159.55
71.30	19531.43	5347.80	14183.62
71.40	19558.00	5350.31	14207.70
71.50	19584.58	5352.82	14231.76
71.60	19611.15	5355.34	14255.82
71.70	19637.72	5357.85	14279.87
71.80	19664.28	5360.37	14303.91
71.90	19690.84	5362.90	14327.94
72.00	19717.40	5365.43	14351.97
72.10	19743.96	5367.96	14376.00
72.20	19770.51	5370.49	14400.01
72.30	19797.05	5373.03	14424.02
72.40	19823.60	5375.58	14448.02
72.50	19850.14	5378.12	14472.02
72.60	19876.67	5380.67	14496.01
72.70	19903.21	5383.22	14519.99
72.80	19929.74	5385.78	14543.96
72.90	19956.26	5388.34	14567.93
73.00	19982.79	5390.90	14591.89
73.10	20009.31	5393.46	14615.84
