# x	Revenue	Cost	Profit
66.30	17232.90	5320.28	11912.61
66.40	17258.27	5322.34	11935.93
66.50	17283.64	5324.40	11959.24
66.60	17309.01	5326.46	11982.55
66.70	17334.38	5328.53	12005.85
66.80	17359.75	5330.60	12029.15
66.90	17385.11	5332.67	12052.44
67.00	17410.47	5334.74	12075.72
67.10	17435.82	5336.82	12099.00
67.20	17461.17	5338.90	12122.27
67.30	17486.53	5340.99	12145.54
67.40	17511.87	5343.07	12168.80
67.50	17537.22	5345.16	12192.06
67.60	17562.56	5347.25	12215.30
67.70	17587.90	5349.35	12238.55
67.80	17613.23	5351.45	12261.79
67.90	17638.57	5353.55	12285.02
68.00	17663.90	5355.65	12308.24
68.10	17689.23	5357.76	12331.47
68.20	17714.55	5359.87	12354.68
68.30	17739.87	5361.98	12377.89
68.40	17765.19	5364.10	12401.09
68.50	17790.51	5366.22	12424.29
68.60	17815.82	5368.34	12447.48
68.70	17841.13	5370.46	12470.67
68.80	17866.44	5372.59	12493.85
68.90	17891.74	5374.72	12517.02
69.00	17917.04	5376.86	12540.19
69.10	17942.34	5378.99	12563.35
69.20	17967.64	5381.13	12586.51
69.30	17992.93	5383.27	12609.66
69.40	18018.22	5385.42	12632.80
69.50	18043.51	5387.57	12655.94
69.60	18068.79	5389.72	12679.07
69.70	18094.07	5391.87	12702.20
69.80	18119.35	5394.03	12725.32
69.90	18144.63	5396.19	12748.44
70.00	18169.90	5398.35	12771.55
70.10	18195.17	5400.52	12794.65
70.20	18220.44	5402.69	12817.75
70.30	18245.70	5404.86	12840.84
70.40	18270.96	5407.03	12863.93
70.50	18296.22	5409.21	12887.01
70.60	18321.47	5411.39	12910.08
70.70	18346.72	5413.57	12933.15
70.80	18371.97	5415.76	12956.21
70.90	18397.22	5417.95	12979.27
71.00	18422.46	5420.14	13002.32
71.10	18447.70	5422.34	13025.36
71.20	18472.94	5424.54	13048.40
71.30	18498.17	5426.74	13071.44
71.40	18523.40	5428.94	13094.46
71.50	18548.63	5431.15	13117.48
71.60	18573.86	5433.36	13140.50
71.70	18599.08	5435.57	13163.51
71.80	18624.30	5437.79	13186.51
71.90	18649.51	5440.01	13209.51
72.00	18674.73	5442.23	13232.50
72.10	18699.94	5444.45	13255.48
72.20	18725.14	5446.68	13278.46
72.30	18750.35	5448.91	13301.44
72.40	18775.55	5451.14	13324.40
72.50	18800.75	5453.38	13347.36
72.60	18825.94	5455.62	13370.32
72.70	18851.13	5457.86	13393.27
72.80	18876.32	5460.11	13416.21
72.90	18901.51	5462.36	13439.15
73.00	18926.69	5464.61	13462.08
