# x	Revenue	Cost	Profit
8.70	1896.01	4509.05	-2613.04
8.80	1917.79	4509.50	-2591.72
8.90	1939.57	4509.96	-2570.40
9.00	1961.34	4510.42	-2549.08
9.10	1983.12	4510.89	-2527.76
9.20	2004.90	4511.35	-2506.45
9.30	2026.68	4511.82	-2485.15
9.40	2048.45	4512.29	-2463.84
9.50	2070.23	4512.77	-2442.54
9.60	2092.00	4513.25	-2421.24
9.70	2113.78	4513.73	-2399.95
9.80	2135.55	4514.21	-2378.66
9.90	2157.33	4514.70	-2357.38
10.00	2179.10	4515.19	-2336.09
10.10	2200.87	4515.69	-2314.81
10.20	2222.64	4516.18	-2293.54
10.30	2244.42	4516.68	-2272.27
10.40	2266.19	4517.19	-2251.00
10.50	2287.96	4517.69	-2229.73
10.60	2309.73	4518.20	-2208.47
10.70	2331.50	4518.71	-2187.21
10.80	2353.27	4519.23	-2165.96
10.90	2375.03	4519.74	-2144.71
11.00	2396.80	4520.27	-2123.46
11.10	2418.57	4520.79	-2102.22
11.20	2440.34	4521.32	-2080.98
11.30	2462.10	4521.85	-2059.74
11.40	2483.87	4522.38	-2038.51
11.50	2505.63	4522.91	-2017.28
11.60	2527.40	4523.45	-1996.06
11.70	2549.16	4524.00	-1974.84
11.80	2570.92	4524.54	-1953.62
11.90	2592.68	4525.09	-1932.41
12.00	2614.44	4525.64	-1911.19
12.10	2636.21	4526.19	-1889.99
12.20	2657.97	4526.75	-1868.78
12.30	2679.73	4527.31	-1847.59
12.40	2701.48	4527.87	-1826.39
12.50	2723.24	4528.44	-1805.20
12.60	2745.00	4529.01	-1784.01
12.70	2766.76	4529.58	-1762.82
12.80	2788.51	4530.16	-1741.64
12.90	2810.27	4530.73	-1720.47
13.00	2832.02	4531.32	-1699.29
13.10	2853.78	4531.90	-1678.12
13.20	2875.53	4532.49	-1656.96
13.30	2897.28	4533.08	-1635.79
13.40	2919.03	4533.67	-1614.64
13.50	2940.79	4534.27	-1593.48
13.60	2962.54	4534.87	-1572.33
13.70	2984.29	4535.47	-1551.18
13.80	3006.03	4536.07	-1530.04
13.90	3027.78	4536.68	-1508.90
14.00	3049.53	4537.29	-1487.76
14.10	3071.28	4537.91	-1466.63
14.20	3093.02	4538.52	-1445.50
14.30	3114.77	4539.14	-1424.38
14.40	3136.51	4539.77	-1403.26
14.50	3158.26	4540.39	-1382.14
14.60	3180.00	4541.02	-1361.02
14.70	3201.74	4541.66	-1339.92
14.80	3223.48	4542.29	-1318.81
14.90	3245.22	4542.93	-1297.71
15.00	3266.96	4543.57	-1276.61
15.10	3288.70	4544.22	-1255.52
15.20	3310.44	4544.86	-1234.42
15.30	3332.18	4545.51	-1213.34
15.40	3353.91	4546.17	-1192.26
15.50	3375.65	4546.83	-1171.18
15.60	3397.38	4547.49	-1150.10
15.70	3419.12	4548.15	-1129.03
15.80	3440.85	4548.81	-1107.96
15.90	3462.58	4549.48	-1086.90
16.00	3484.31	4550.15	-1065.84
16.10	3506.04	4550.83	-1044.78
16.20	3527.77	4551.51	-1023.73
16.30	3549.50	4552.19	-1002.69
16.40	3571.23	4552.87	-981.64
16.50	3592.96	4553.56	-960.60
16.60	3614.68	4554.25	-939.57
16.70	3636.41	4554.94	-918.53
16.80	3658.13	4555.64	-897.50
16.90	3679.86	4556.34	-876.48
17.00	3701.58	4557.04	-855.46
17.10	3723.30	4557.74	-834.44
17.20	3745.02	4558.45	-813.43
17.30	3766.74	4559.16	-792.42
17.40	3788.46	4559.88	-771.42
17.50	3810.18	4560.59	-750.42
17.60	3831.89	4561.31	-729.42
17.70	3853.61	4562.04	-708.43
17.80	3875.32	4562.76	-687.44
17.90	3897.04	4563.49	-666.46
18.00	3918.75	4564.23	-645.47
18.10	3940.46	4564.96	-624.50
18.20	3962.17	4565.70	-603.53
18.30	3983.88	4566.44	-582.56
18.40	4005.59	4567.19	-561.59
18.50	4027.30	4567.93	-540.63
18.60	4049.01	4568.68	-519.67
18.70	4070.71	4569.44	-498.72
18.80	4092.42	4570.19	-477.77
18.90	4114.12	4570.95	-456.83
19.00	4135.83	4571.72	-435.89
19.10	4157.53	4572.48	-414.95
19.20	4179.23	4573.25	-394.02
19.30	4200.93	4574.02	-373.09
19.40	4222.63	4574.80	-352.17
19.50	4244.33	4575.57	-331.25
19.60	4266.02	4576.36	-310.33
19.70	4287.72	4577.14	-289.42
19.80	4309.41	4577.93	-268.51
19.90	4331.11	4578.72	-247.61
20.00	4352.80	4579.51	-226.71
20.10	4374.49	4580.31	-205.81
20.20	4396.18	4581.10	-184.92
20.30	4417.87	4581.91	-164.04
20.40	4439.56	4582.71	-143.15
20.50	4461.25	4583.52	-122.27
20.60	4482.93	4584.33	-101.40
20.70	4504.62	4585.15	-80.53
20.80	4526.30	4585.96	-59.66
20.90	4547.98	4586.78	-38.80
21.00	4569.67	4587.61	-17.94
21.10	4591.35	4588.43	2.91
21.20	4613.02	4589.26	23.76
21.30	4634.70	4590.09	44.61
21.40	4656.38	4590.93	65.45
21.50	4678.06	4591.77	86.29
21.60	4699.73	4592.61	107.12
21.70	4721.40	4593.45	127.95
21.80	4743.08	4594.30	148.77
21.90	4764.75	4595.15	169.59
22.00	4786.42	4596.01	190.41
22.10	4808.09	4596.86	211.22
22.20	4829.75	4597.72	232.03
22.30	4851.42	4598.59	252.83
22.40	4873.08	4599.45	273.63
22.50	4894.75	4600.32	294.43
22.60	4916.41	4601.19	315.22
22.70	4938.07	4602.07	336.00
22.80	4959.73	4602.95	356.79
22.90	4981.39	4603.83	377.56
23.00	5003.05	4604.71	398.34
23.10	5024.71	4605.60	419.11
23.20	5046.36	4606.49	439.87
23.30	5068.02	4607.38	460.63
23.40	5089.67	4608.28	481.39
23.50	5111.32	4609.18	502.14
23.60	5132.97	4610.08	522.89
23.70	5154.62	4610.99	543.63
23.80	5176.27	4611.89	564.37
23.90	5197.91	4612.81	585.11
24.00	5219.56	4613.72	605.84
24.10	5241.20	4614.64	626.56
24.20	5262.84	4615.56	647.29
24.30	5284.49	4616.48	668.00
24.40	5306.13	4617.41	688.72
24.50	5327.76	4618.34	709.43
24.60	5349.40	4619.27	730.13
24.70	5371.04	4620.21	750.83
24.80	5392.67	4621.15	771.53
24.90	5414.31	4622.09	792.22
25.00	5435.94	4623.03	812.90
25.10	5457.57	4623.98	833.59
25.20	5479.20	4624.93	854.27
25.30	5500.83	4625.89	874.94
25.40	5522.45	4626.84	895.61
25.50	5544.08	4627.80	916.27
25.60	5565.70	4628.77	936.93
25.70	5587.32	4629.73	957.59
25.80	5608.94	4630.70	978.24
25.90	5630.56	4631.68	998.89
26.00	5652.18	4632.65	1019.53
26.10	5673.80	4633.63	1040.17
26.20	5695.41	4634.61	1060.80
26.30	5717.03	4635.60	1081.43
26.40	5738.64	4636.58	1102.06
26.50	5760.25	4637.57	1122.68
26.60	5781.86	4638.57	1143.29
26.70	5803.47	4639.56	1163.90
26.80	5825.08	4640.56	1184.51
26.90	5846.68	4641.57	1205.11
27.00	5868.29	4642.57	1225.71
27.10	5889.89	4643.58	1246.31
27.20	5911.49	4644.59	1266.89
27.30	5933.09	4645.61	1287.48
27.40	5954.69	4646.63	1308.06
27.50	5976.28	4647.65	1328.63
27.60	5997.88	4648.67	1349.20
27.70	6019.47	4649.70	1369.77
27.80	6041.06	4650.73	1390.33
27.90	6062.65	4651.76	1410.89
28.00	6084.24	4652.80	1431.44
28.10	6105.83	4653.84	1451.99
28.20	6127.42	4654.88	1472.53
28.30	6149.00	4655.93	1493.07
28.40	6170.58	4656.98	1513.61
28.50	6192.17	4658.03	1534.14
28.60	6213.75	4659.08	1554.66
28.70	6235.32	4660.14	1575.18
28.80	6256.90	4661.20	1595.70
28.90	6278.48	4662.27	1616.21
29.00	6300.05	4663.33	1636.72
29.10	6321.62	4664.40	1657.22
29.20	6343.19	4665.48	1677.72
29.30	6364.76	4666.55	1698.21
29.40	6386.33	4667.63	1718.70
29.50	6407.89	4668.72	1739.18
29.60	6429.46	4669.80	1759.66
29.70	6451.02	4670.89	1780.13
29.80	6472.58	4671.98	1800.60
29.90	6494.14	4673.08	1821.07
30.00	6515.70	4674.17	1841.53
30.10	6537.26	4675.27	1861.98
30.20	6558.81	4676.38	1882.43
30.30	6580.36	4677.48	1902.88
30.40	6601.91	4678.59	1923.32
30.50	6623.46	4679.71	1943.76
30.60	6645.01	4680.82	1964.19
30.70	6666.56	4681.94	1984.62
30.80	6688.10	4683.06	2005.04
30.90	6709.65	4684.19	2025.46
31.00	6731.19	4685.32	2045.87
31.10	6752.73	4686.45	2066.28
31.20	6774.27	4687.58	2086.68
31.30	6795.80	4688.72	2107.08
31.40	6817.34	4689.86	2127.48
31.50	6838.87	4691.00	2147.86
31.60	6860.40	4692.15	2168.25
31.70	6881.93	4693.30	2188.63
31.80	6903.46	4694.45	2209.00
31.90	6924.98	4695.61	2229.37
32.00	6946.51	4696.77	2249.74
32.10	6968.03	4697.93	2270.10
32.20	6989.55	4699.10	2290.46
32.30	7011.07	4700.26	2310.81
32.40	7032.59	4701.43	2331.15
32.50	7054.10	4702.61	2351.50
32.60	7075.62	4703.79	2371.83
32.70	7097.13	4704.97	2392.16
32.80	7118.64	4706.15	2412.49
32.90	7140.15	4707.34	2432.81
33.00	7161.66	4708.53	2453.13
33.10	7183.16	4709.72	2473.44
33.20	7204.67	4710.91	2493.75
33.30	7226.17	4712.11	2514.05
33.40	7247.67	4713.31	2534.35
33.50	7269.16	4714.52	2554.64
33.60	7290.66	4715.73	2574.93
33.70	7312.15	4716.94	2595.22
33.80	7333.65	4718.15	2615.49
33.90	7355.14	4719.37	2635.77
34.00	7376.63	4720.59	2656.04
34.10	7398.11	4721.81	2676.30
34.20	7419.60	4723.04	2696.56
34.30	7441.08	4724.27	2716.81
34.40	7462.56	4725.50	2737.06
34.50	7484.04	4726.74	2757.31
34.60	7505.52	4727.98	2777.54
34.70	7527.00	4729.22	2797.78
34.80	7548.47	4730.46	2818.01
34.90	7569.94	4731.71	2838.23
35.00	7591.41	4732.96	2858.45
35.10	7612.88	4734.21	2878.67
35.20	7634.35	4735.47	2898.88
35.30	7655.81	4736.73	2919.08
35.40	7677.27	4738.00	2939.28
35.50	7698.74	4739.26	2959.47
35.60	7720.19	4740.53	2979.66
35.70	7741.65	4741.80	2999.85
35.80	7763.11	4743.08	3020.03
35.90	7784.56	4744.36	3040.20
36.00	7806.01	4745.64	3060.37
36.10	7827.46	4746.92	3080.53
36.20	7848.91	4748.21	3100.69
36.30	7870.35	4749.50	3120.85
36.40	7891.79	4750.80	3141.00
36.50	7913.24	4752.09	3161.14
36.60	7934.67	4753.39	3181.28
36.70	7956.11	4754.70	3201.42
36.80	7977.55	4756.00	3221.54
36.90	7998.98	4757.31	3241.67
37.00	8020.41	4758.63	3261.79
37.10	8041.84	4759.94	3281.90
37.20	8063.27	4761.26	3302.01
37.30	8084.69	4762.58	3322.11
37.40	8106.12	4763.91	3342.21
37.50	8127.54	4765.23	3362.31
37.60	8148.96	4766.56	3382.39
37.70	8170.38	4767.90	3402.48
37.80	8191.79	4769.24	3422.56
37.90	8213.20	4770.58	3442.63
38.00	8234.62	4771.92	3462.70
38.10	8256.02	4773.26	3482.76
38.20	8277.43	4774.61	3502.82
38.30	8298.84	4775.97	3522.87
38.40	8320.24	4777.32	3542.92
38.50	8341.64	4778.68	3562.96
38.60	8363.04	4780.04	3583.00
38.70	8384.44	4781.41	3603.03
38.80	8405.83	4782.78	3623.05
38.90	8427.22	4784.15	3643.08
39.00	8448.61	4785.52	3663.09
39.10	8470.00	4786.90	3683.10
39.20	8491.39	4788.28	3703.11
39.30	8512.77	4789.66	3723.11
39.40	8534.15	4791.05	3743.11
39.50	8555.53	4792.44	3763.10
39.60	8576.91	4793.83	3783.08
39.70	8598.29	4795.22	3803.06
39.80	8619.66	4796.62	3823.04
39.90	8641.03	4798.03	3843.01
40.00	8662.40	4799.43	3862.97
40.10	8683.77	4800.84	3882.93
40.20	8705.13	4802.25	3902.88
40.30	8726.49	4803.66	3922.83
40.40	8747.85	4805.08	3942.77
40.50	8769.21	4806.50	3962.71
40.60	8790.57	4807.92	3982.64
40.70	8811.92	4809.35	4002.57
40.80	8833.27	4810.78	4022.49
40.90	8854.62	4812.21	4042.41
41.00	8875.97	4813.65	4062.32
41.10	8897.32	4815.09	4082.23
41.20	8918.66	4816.53	4102.13
41.30	8940.00	4817.97	4122.02
41.40	8961.34	4819.42	4141.91
41.50	8982.67	4820.87	4161.80
41.60	9004.01	4822.33	4181.68
41.70	9025.34	4823.79	4201.55
41.80	9046.67	4825.25	4221.42
41.90	9068.00	4826.71	4241.29
42.00	9089.32	4828.18	4261.14
42.10	9110.64	4829.65	4281.00
42.20	9131.96	4831.12	4300.84
42.30	9153.28	4832.60	4320.69
42.40	9174.60	4834.07	4340.52
42.50	9195.91	4835.56	4360.35
42.60	9217.22	4837.04	4380.18
42.70	9238.53	4838.53	4400.00
42.80	9259.84	4840.02	4419.82
42.90	9281.14	4841.52	4439.63
43.00	9302.44	4843.01	4459.43
43.10	9323.74	4844.51	4479.23
43.20	9345.04	4846.02	4499.02
43.30	9366.34	4847.52	4518.81
43.40	9387.63	4849.03	4538.59
43.50	9408.92	4850.55	4558.37
43.60	9430.21	4852.06	4578.14
43.70	9451.49	4853.58	4597.91
43.80	9472.78	4855.11	4617.67
43.90	9494.06	4856.63	4637.42
44.00	9515.33	4858.16	4657.17
44.10	9536.61	4859.69	4676.92
44.20	9557.88	4861.23	4696.66
44.30	9579.16	4862.76	4716.39
44.40	9600.42	4864.31	4736.12
44.50	9621.69	4865.85	4755.84
44.60	9642.96	4867.40	4775.56
44.70	9664.22	4868.95	4795.27
44.80	9685.48	4870.50	4814.98
44.90	9706.73	4872.06	4834.68
45.00	9727.99	4873.62	4854.37
45.10	9749.24	4875.18	4874.06
45.20	9770.49	4876.74	4893.74
45.30	9791.74	4878.31	4913.42
45.40	9812.98	4879.89	4933.10
45.50	9834.22	4881.46	4952.76
45.60	9855.46	4883.04	4972.42
45.70	9876.70	4884.62	4992.08
45.80	9897.94	4886.20	5011.73
45.90	9919.17	4887.79	5031.38
46.00	9940.40	4889.38	5051.02
46.10	9961.63	4890.98	5070.65
46.20	9982.85	4892.57	5090.28
46.30	10004.07	4894.17	5109.90
46.40	10025.29	4895.78	5129.52
46.50	10046.51	4897.38	5149.13
46.60	10067.72	4898.99	5168.73
46.70	10088.94	4900.60	5188.33
46.80	10110.15	4902.22	5207.93
46.90	10131.35	4903.84	5227.52
47.00	10152.56	4905.46	5247.10
47.10	10173.76	4907.08	5266.68
47.20	10194.96	4908.71	5286.25
47.30	10216.16	4910.34	5305.82
47.40	10237.35	4911.98	5325.38
47.50	10258.55	4913.61	5344.93
47.60	10279.73	4915.25	5364.48
47.70	10300.92	4916.90	5384.02
47.80	10322.11	4918.54	5403.56
47.90	10343.29	4920.19	5423.09
48.00	10364.47	4921.85	5442.62
48.10	10385.64	4923.50	5462.14
48.20	10406.82	4925.16	5481.66
48.30	10427.99	4926.82	5501.17
48.40	10449.16	4928.49	5520.67
48.50	10470.32	4930.16	5540.17
48.60	10491.49	4931.83	5559.66
48.70	10512.65	4933.50	5579.15
48.80	10533.81	4935.18	5598.63
48.90	10554.96	4936.86	5618.10
49.00	10576.12	4938.54	5637.57
49.10	10597.27	4940.23	5657.03
49.20	10618.41	4941.92	5676.49
49.30	10639.56	4943.61	5695.94
49.40	10660.70	4945.31	5715.39
49.50	10681.84	4947.01	5734.83
49.60	10702.98	4948.71	5754.27
49.70	10724.11	4950.42	5773.69
49.80	10745.24	4952.13	5793.12
49.90	10766.37	4953.84	5812.53
50.00	10787.50	4955.55	5831.95
50.10	10808.62	4957.27	5851.35
50.20	10829.74	4958.99	5870.75
50.30	10850.86	4960.72	5890.14
50.40	10871.98	4962.45	5909.53
50.50	10893.09	4964.18	5928.91
50.60	10914.20	4965.91	5948.29
50.70	10935.31	4967.65	5967.66
50.80	10956.41	4969.39	5987.03
50.90	10977.51	4971.13	6006.39
51.00	10998.61	4972.88	6025.74
51.10	11019.71	4974.63	6045.09
51.20	11040.80	4976.38	6064.43
51.30	11061.89	4978.13	6083.76
51.40	11082.98	4979.89	6103.09
51.50	11104.07	4981.65	6122.41
51.60	11125.15	4983.42	6141.73
51.70	11146.23	4985.19	6161.04
51.80	11167.31	4986.96	6180.35
51.90	11188.38	4988.73	6199.65
52.00	11209.45	4990.51	6218.94
52.10	11230.52	4992.29	6238.23
52.20	11251.59	4994.07	6257.51
52.30	11272.65	4995.86	6276.79
52.40	11293.71	4997.65	6296.06
52.50	11314.77	4999.44	6315.32
52.60	11335.82	5001.24	6334.58
52.70	11356.87	5003.04	6353.83
52.80	11377.92	5004.84	6373.08
52.90	11398.97	5006.65	6392.32
53.00	11420.01	5008.46	6411.56
53.10	11441.05	5010.27	6430.78
53.20	11462.09	5012.08	6450.01
53.30	11483.12	5013.90	6469.22
53.40	11504.15	5015.72	6488.43
53.50	11525.18	5017.55	6507.64
53.60	11546.21	5019.37	6526.84
53.70	11567.23	5021.20	6546.03
53.80	11588.25	5023.04	6565.21
53.90	11609.27	5024.87	6584.39
54.00	11630.28	5026.71	6603.57
54.10	11651.29	5028.56	6622.74
54.20	11672.30	5030.40	6641.90
54.30	11693.31	5032.25	6661.06
54.40	11714.31	5034.10	6680.21
54.50	11735.31	5035.96	6699.35
54.60	11756.31	5037.82	6718.49
54.70	11777.30	5039.68	6737.62
54.80	11798.29	5041.55	6756.74
54.90	11819.28	5043.41	6775.86
55.00	11840.26	5045.28	6794.98
55.10	11861.24	5047.16	6814.09
55.20	11882.22	5049.04	6833.19
55.30	11903.20	5050.92	6852.28
55.40	11924.17	5052.80	6871.37
55.50	11945.14	5054.69	6890.45
55.60	11966.11	5056.58	6909.53
55.70	11987.07	5058.47	6928.60
55.80	12008.03	5060.37	6947.67
55.90	12028.99	5062.27	6966.72
56.00	12049.95	5064.17	6985.78
56.10	12070.90	5066.07	7004.82
56.20	12091.85	5067.98	7023.86
56.30	12112.79	5069.90	7042.90
56.40	12133.73	5071.81	7061.92
56.50	12154.67	5073.73	7080.95
56.60	12175.61	5075.65	7099.96
56.70	12196.54	5077.57	7118.97
56.80	12217.47	5079.50	7137.97
56.90	12238.40	5081.43	7156.97
57.00	12259.33	5083.37	7175.96
57.10	12280.25	5085.30	7194.94
57.20	12301.17	5087.24	7213.92
57.30	12322.08	5089.19	7232.89
57.40	12342.99	5091.13	7251.86
57.50	12363.90	5093.08	7270.82
57.60	12384.81	5095.04	7289.77
57.70	12405.71	5096.99	7308.72
57.80	12426.61	5098.95	7327.66
57.90	12447.51	5100.91	7346.59
58.00	12468.40	5102.88	7365.52
58.10	12489.29	5104.85	7384.44
58.20	12510.18	5106.82	7403.36
58.30	12531.06	5108.79	7422.27
58.40	12551.94	5110.77	7441.17
58.50	12572.82	5112.75	7460.07
58.60	12593.69	5114.74	7478.96
58.70	12614.56	5116.72	7497.84
58.80	12635.43	5118.72	7516.72
58.90	12656.30	5120.71	7535.59
59.00	12677.16	5122.71	7554.45
59.10	12698.02	5124.71	7573.31
59.20	12718.87	5126.71	7592.16
59.30	12739.72	5128.72	7611.01
59.40	12760.57	5130.72	7629.85
59.50	12781.42	5132.74	7648.68
59.60	12802.26	5134.75	7667.51
59.70	12823.10	5136.77	7686.33
59.80	12843.94	5138.79	7705.14
59.90	12864.77	5140.82	7723.95
60.00	12885.60	5142.85	7742.75
60.10	12906.43	5144.88	7761.55
60.20	12927.25	5146.91	7780.34
60.30	12948.07	5148.95	7799.12
60.40	12968.89	5150.99	7817.89
60.50	12989.70	5153.04	7836.66
60.60	13010.51	5155.08	7855.43
60.70	13031.32	5157.13	7874.18
60.80	13052.12	5159.19	7892.93
60.90	13072.92	5161.24	7911.68
61.00	13093.72	5163.30	7930.41
61.10	13114.51	5165.37	7949.15
61.20	13135.30	5167.43	7967.87
61.30	13156.09	5169.50	7986.59
61.40	13176.87	5171.57	8005.30
61.50	13197.65	5173.65	8024.00
61.60	13218.43	5175.73	8042.70
61.70	13239.20	5177.81	8061.39
61.80	13259.97	5179.89	8080.08
61.90	13280.74	5181.98	8098.76
62.00	13301.50	5184.07	8117.43
62.10	13322.27	5186.17	8136.10
62.20	13343.02	5188.27	8154.76
62.30	13363.78	5190.37	8173.41
62.40	13384.53	5192.47	8192.06
62.50	13405.27	5194.58	8210.70
62.60	13426.02	5196.69	8229.33
62.70	13446.76	5198.80	8247.96
62.80	13467.49	5200.92	8266.58
62.90	13488.23	5203.04	8285.19
63.00	13508.96	5205.16	8303.80
63.10	13529.68	5207.29	8322.40
63.20	13550.41	5209.42	8340.99
63.30	13571.13	5211.55	8359.58
63.40	13591.84	5213.68	8378.16
63.50	13612.56	5215.82	8396.73
63.60	13633.27	5217.97	8415.30
63.70	13653.97	5220.11	8433.86
63.80	13674.68	5222.26	8452.42
63.90	13695.37	5224.41	8470.96
64.00	13716.07	5226.56	8489.51
64.10	13736.76	5228.72	8508.04
64.20	13757.45	5230.88	8526.57
64.30	13778.14	5233.05	8545.09
64.40	13798.82	5235.21	8563.60
64.50	13819.50	5237.38	8582.11
64.60	13840.17	5239.56	8600.61
64.70	13860.84	5241.73	8619.11
64.80	13881.51	5243.91	8637.60
64.90	13902.18	5246.10	8656.08
65.00	13922.84	5248.28	8674.55
65.10	13943.49	5250.47	8693.02
65.20	13964.15	5252.67	8711.48
65.30	13984.80	5254.86	8729.94
65.40	14005.45	5257.06	8748.39
65.50	14026.09	5259.26	8766.83
65.60	14046.73	5261.47	8785.26
65.70	14067.37	5263.68	8803.69
65.80	14088.00	5265.89	8822.11
65.90	14108.63	5268.10	8840.53
66.00	14129.25	5270.32	8858.93
66.10	14149.88	5272.54	8877.33
66.20	14170.49	5274.77	8895.73
66.30	14191.11	5276.99	8914.12
66.40	14211.72	5279.22	8932.50
66.50	14232.33	5281.46	8950.87
66.60	14252.93	5283.69	8969.24
66.70	14273.53	5285.93	8987.60
66.80	14294.13	5288.18	9005.95
66.90	14314.72	5290.42	9024.30
67.00	14335.31	5292.67	9042.64
67.10	14355.90	5294.93	9060.97
67.20	14376.48	5297.18	9079.30
67.30	14397.06	5299.44	9097.62
67.40	14417.64	5301.70	9115.93
67.50	14438.21	5303.97	9134.24
67.60	14458.78	5306.24	9152.54
67.70	14479.34	5308.51	9170.83
67.80	14499.90	5310.78	9189.12
67.90	14520.46	5313.06	9207.39
68.00	14541.01	5315.34	9225.67
68.10	14561.56	5317.63	9243.93
68.20	14582.11	5319.92	9262.19
68.30	14602.65	5322.21	9280.44
68.40	14623.19	5324.50	9298.69
68.50	14643.72	5326.80	9316.92
68.60	14664.25	5329.10	9335.15
68.70	14684.78	5331.40	9353.38
68.80	14705.31	5333.71	9371.60
68.90	14725.83	5336.02	9389.81
69.00	14746.34	5338.33	9408.01
69.10	14766.85	5340.65	9426.20
69.20	14787.36	5342.97	9444.39
69.30	14807.87	5345.29	9462.58
69.40	14828.37	5347.62	9480.75
69.50	14848.87	5349.95	9498.92
69.60	14869.36	5352.28	9517.08
69.70	14889.85	5354.61	9535.24
69.80	14910.34	5356.95	9553.38
69.90	14930.82	5359.30	9571.53
70.00	14951.30	5361.64	9589.66
70.10	14971.78	5363.99	9607.79
70.20	14992.25	5366.34	9625.91
70.30	15012.71	5368.69	9644.02
70.40	15033.18	5371.05	9662.13
70.50	15053.64	5373.41	9680.22
70.60	15074.09	5375.78	9698.32
70.70	15094.55	5378.15	9716.40
70.80	15114.99	5380.52	9734.48
70.90	15135.44	5382.89	9752.55
71.00	15155.88	5385.27	9770.61
71.10	15176.32	5387.65	9788.67
71.20	15196.75	5390.03	9806.72
71.30	15217.18	5392.42	9824.76
71.40	15237.61	5394.81	9842.80
71.50	15258.03	5397.20	9860.83
71.60	15278.44	5399.59	9878.85
71.70	15298.86	5401.99	9896.86
71.80	15319.27	5404.40	9914.87
71.90	15339.67	5406.80	9932.87
72.00	15360.08	5409.21	9950.87
72.10	15380.48	5411.62	9968.85
72.20	15400.87	5414.04	9986.83
72.30	15421.26	5416.46	10004.80
72.40	15441.65	5418.88	10022.77
72.50	15462.03	5421.30	10040.73
72.60	15482.41	5423.73	10058.68
72.70	15502.78	5426.16	10076.62
72.80	15523.15	5428.60	10094.56
72.90	15543.52	5431.03	10112.49
73.00	15563.88	5433.48	10130.41
